trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,duration_ms,first_key_latency_ms,event_count,insert_count,delete_count,mean_dt_ms,median_dt_ms,mean_friction,max_friction,total_time_in_error_ms,number_of_error_episodes,maximum_wrong_suffix_depth,mean_planned_geometry_burden,layout_switch_count,shift_required_count,near_key_typo_count,layout_confusion_count,shift_confusion_count,prompt_source,prompt_text,prompt_length,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260422072537-15iap6f__1__P01,20260422072537-15iap6f,Naenon,1,main,P01,1,short,familiar_baseline,7095,1423,30,29,1,236.5,169.5,-0.16472753858231137,0.5412799530762825,577.0,1,1,-0.20044538681724874,0.0,1.0,1,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422072537-15iap6f__2__P02,20260422072537-15iap6f,Naenon,2,main,P02,2,short,familiar_polite,14330,1073,43,33,10,333.25581395348837,233.0,0.037847308770492964,0.6414326739687349,3539.0,5,2,0.028660240738852653,0.0,3.0,3,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422072537-15iap6f__3__P04,20260422072537-15iap6f,Naenon,3,main,P04,3,short,orthographic_named_entity,16082,1071,47,38,9,342.17021276595744,207.0,0.02933939468988977,0.8158503495344255,3887.0,5,2,0.4286014659354699,0.0,7.0,2,0,1,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422072537-15iap6f__4__P03,20260422072537-15iap6f,Naenon,4,main,P03,4,short,formal_register,12045,1176,40,35,5,301.125,215.5,-0.028669906753899875,0.607067654190321,2019.0,3,2,-0.03714141607545827,0.0,1.0,4,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422072537-15iap6f__5__P05,20260422072537-15iap6f,Naenon,5,main,P05,5,short,twisted_proverb,25662,766,73,52,21,351.5342465753425,200.0,0.06941959601549852,0.882122490978297,7733.0,9,4,0.20347193211985917,0.0,0.0,6,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422072537-15iap6f__6__P09,20260422072537-15iap6f,Naenon,6,main,P09,6,medium,arabic_numerals,25493,1241,72,59,13,354.06944444444446,244.5,0.022267147725231973,0.6882771557668191,4125.0,7,3,-0.053466862753426096,0.0,4.0,6,1,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422072537-15iap6f__7__P11,20260422072537-15iap6f,Naenon,7,main,P11,7,medium,rhythmic_repetition,15317,1095,52,46,6,294.5576923076923,224.0,-0.028445629867289997,0.5365784191953408,1744.0,4,2,-0.014135289228928373,0.0,0.0,2,1,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422072537-15iap6f__8__P10,20260422072537-15iap6f,Naenon,8,main,P10,8,medium,thai_numerals,42748,961,102,74,28,419.0980392156863,255.5,0.10641847382237217,1.0728457155295428,10255.0,13,4,0.12185869500992162,0.0,20.0,7,4,3,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422072537-15iap6f__9__P06,20260422072537-15iap6f,Naenon,9,main,P06,9,medium,mixed_symbols_identification,26006,1288,74,63,11,351.43243243243245,233.0,0.008643851821073838,0.593412296100805,3055.0,6,3,0.1004959844692889,4.0,0.0,2,1,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260422072716-gd04si__0__PRACTICE,20260422072716-gd04si,เจ,0,practice,PRACTICE,0,practice,practice_warmup,10350,1058,49,43,6,211.22448979591837,146.0,-0.146573796072571,0.4375123681897138,1438.0,3,2,0.15497134349074876,0.0,3.0,1,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260422072716-gd04si__10__P08,20260422072716-gd04si,เจ,10,main,P08,10,medium,formal_lexical_difficulty,21705,1074,120,88,32,180.875,147.0,-0.11463781235410743,0.5652405977691444,8889.0,15,5,0.051764798883813114,0.0,1.0,14,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260422072716-gd04si__11__P07,20260422072716-gd04si,เจ,11,main,P07,11,medium,formal_educational,17594,804,90,78,12,195.48888888888888,160.0,-0.16450425593779877,0.4437828542246556,3022.0,5,3,-0.18237387545205044,0.0,7.0,2,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422072716-gd04si__12__P12,20260422072716-gd04si,เจ,12,main,P12,12,long,long_familiar_expository,32257,1035,175,151,24,184.3257142857143,146.0,-0.1485419363974554,0.5701606968790144,5708.0,9,4,0.2773522478567455,0.0,6.0,3,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422072716-gd04si__13__P14,20260422072716-gd04si,เจ,13,main,P14,13,long,long_mixed_difficulty,47064,1180,217,181,36,216.8847926267281,177.0,-0.12100726732773,0.5385242789188167,12339.0,21,5,-0.09878404008282152,0.0,21.0,11,1,1,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422072716-gd04si__14__P13,20260422072716-gd04si,เจ,14,main,P13,14,long,long_formal_bureaucratic,34669,717,191,167,24,181.5130890052356,160.0,-0.16501784621211785,0.5349052686433013,6111.0,14,4,0.10969383391157264,0.0,14.0,7,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422072716-gd04si__1__P01,20260422072716-gd04si,เจ,1,main,P01,1,short,familiar_baseline,5061,770,28,28,0,180.75,125.5,-0.27940673444186775,0.326299865505061,0.0,0,0,-0.24358572739369033,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422072716-gd04si__2__P02,20260422072716-gd04si,เจ,2,main,P02,2,short,familiar_polite,5839,821,31,27,4,188.3548387096774,147.0,-0.18531655428486882,0.34874336200085926,1238.0,3,2,0.009686824657196986,0.0,1.0,2,0,1,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422072716-gd04si__3__P04,20260422072716-gd04si,เจ,3,main,P04,3,short,orthographic_named_entity,10100,583,49,39,10,206.12244897959184,174.0,-0.10212377902619967,0.5024032441208018,2938.0,4,3,0.19639900479933628,0.0,7.0,1,0,1,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422072716-gd04si__4__P03,20260422072716-gd04si,เจ,4,main,P03,4,short,formal_register,9275,649,48,39,9,193.22916666666666,161.5,-0.1093027970802835,0.4738348244440672,2070.0,3,4,0.19021178419900384,0.0,1.0,5,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422072716-gd04si__5__P05,20260422072716-gd04si,เจ,5,main,P05,5,short,twisted_proverb,12585,588,69,50,19,182.3913043478261,153.0,-0.07998712941755969,0.7265299918356143,4951.0,7,3,0.8667899953493352,0.0,0.0,3,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422072716-gd04si__6__P09,20260422072716-gd04si,เจ,6,main,P09,6,medium,arabic_numerals,11026,904,50,48,2,220.52,169.0,-0.16962709698413225,0.499434006288873,656.0,1,2,-0.01297324952783355,0.0,3.0,1,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422072716-gd04si__7__P11,20260422072716-gd04si,เจ,7,main,P11,7,medium,rhythmic_repetition,7697,524,46,43,3,167.32608695652175,147.5,-0.2178230167300013,0.28647095372725767,738.0,2,2,0.08515191942585025,0.0,0.0,1,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422072716-gd04si__8__P10,20260422072716-gd04si,เจ,8,main,P10,8,medium,thai_numerals,38100,613,102,74,28,373.52941176470586,212.5,-0.0038013170060993504,1.1439006533419482,11105.0,22,3,0.12299063278168726,0.0,40.0,6,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
