window_id,trial_uid,participant_code,prompt_id,error_episode_id,window_start_event_index,window_end_event_index,window_length,episode_duration_ms,episode_delete_count,episode_recovery_step_count,max_error_suffix_depth,mean_friction,pause_before_first_delete_ms,heuristic_recovery_style,prompt_family
20260419141512-jt34p4__12__P12__E007,20260419141512-jt34p4__12__P12,ก้องฟ้า,P12,7,147,153,7,0,0,0,1,-0.2597309867532158,,other_or_shallow_episode,long_familiar_expository
20260419141512-jt34p4__13__P14__E001,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,1,1,11,11,977,3,3,4,-0.0712664542737384,278.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E002,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,2,8,14,7,0,0,0,1,-0.106059423364829,,other_or_shallow_episode,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E003,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,3,16,22,7,0,0,0,1,-0.1137323717172782,,other_or_shallow_episode,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E004,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,4,40,46,7,0,0,0,1,0.3783401738904413,,other_or_shallow_episode,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E005,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,5,78,88,11,729,2,2,3,0.0989861653250014,229.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E006,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,6,93,99,7,0,0,0,1,-1.094001267500744,,other_or_shallow_episode,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E007,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,7,105,111,7,0,0,0,1,-0.2813955981836755,,other_or_shallow_episode,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E008,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,8,112,124,13,1712,3,3,3,0.0202510811386363,581.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260419141512-jt34p4__13__P14__E009,20260419141512-jt34p4__13__P14,ก้องฟ้า,P14,9,170,180,11,652,2,2,3,-0.1946179045668338,415.0,deep_overshoot_then_recovery,long_mixed_difficulty
20260419141512-jt34p4__14__P13__E001,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,1,1,7,7,0,0,0,1,0.0395149722204052,,other_or_shallow_episode,long_formal_bureaucratic
20260419141512-jt34p4__14__P13__E002,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,2,51,61,11,582,2,2,3,-0.2016045007776294,317.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260419141512-jt34p4__14__P13__E003,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,3,60,66,7,0,0,0,1,0.1724181119862433,,other_or_shallow_episode,long_formal_bureaucratic
20260419141512-jt34p4__14__P13__E004,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,4,99,105,7,0,0,0,1,-0.1510036338571773,,other_or_shallow_episode,long_formal_bureaucratic
20260419141512-jt34p4__14__P13__E005,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,5,117,125,9,514,1,1,2,-0.2225985277273221,419.0,other_or_shallow_episode,long_formal_bureaucratic
20260419141512-jt34p4__14__P13__E006,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,6,132,142,11,998,2,2,2,0.0293216334300304,467.0,other_or_shallow_episode,long_formal_bureaucratic
20260419141512-jt34p4__14__P13__E007,20260419141512-jt34p4__14__P13,ก้องฟ้า,P13,7,152,162,11,921,2,2,3,-0.016757402644746,351.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260419141512-jt34p4__3__P04__E001,20260419141512-jt34p4__3__P04,ก้องฟ้า,P04,1,18,24,7,0,0,0,1,0.2070030750331464,,other_or_shallow_episode,orthographic_named_entity
20260419141512-jt34p4__4__P03__E001,20260419141512-jt34p4__4__P03,ก้องฟ้า,P03,1,8,14,7,0,0,0,1,-0.0885056345747302,,other_or_shallow_episode,formal_register
20260419141512-jt34p4__4__P03__E002,20260419141512-jt34p4__4__P03,ก้องฟ้า,P03,2,11,17,7,0,0,0,1,-0.3241051587974222,,other_or_shallow_episode,formal_register
20260419141512-jt34p4__4__P03__E003,20260419141512-jt34p4__4__P03,ก้องฟ้า,P03,3,29,37,9,438,1,1,2,0.1925576318553141,352.0,other_or_shallow_episode,formal_register
20260419141512-jt34p4__6__P09__E001,20260419141512-jt34p4__6__P09,ก้องฟ้า,P09,1,9,15,7,0,0,0,1,-0.6570190601453915,,other_or_shallow_episode,arabic_numerals
20260419141512-jt34p4__8__P10__E001,20260419141512-jt34p4__8__P10,ก้องฟ้า,P10,1,8,18,11,967,2,2,2,-0.1120230584606429,361.0,other_or_shallow_episode,thai_numerals
20260419141512-jt34p4__8__P10__E002,20260419141512-jt34p4__8__P10,ก้องฟ้า,P10,2,24,34,11,579,2,2,3,-0.453060950635454,372.0,deep_overshoot_then_recovery,thai_numerals
20260419141512-jt34p4__8__P10__E003,20260419141512-jt34p4__8__P10,ก้องฟ้า,P10,3,30,38,9,449,1,1,2,-0.0137078184644081,427.0,other_or_shallow_episode,thai_numerals
20260419141512-jt34p4__8__P10__E004,20260419141512-jt34p4__8__P10,ก้องฟ้า,P10,4,54,62,9,556,1,1,2,-0.2019011321169878,454.0,other_or_shallow_episode,thai_numerals
20260419141512-jt34p4__9__P06__E001,20260419141512-jt34p4__9__P06,ก้องฟ้า,P06,1,9,15,7,0,0,0,1,0.1694096728056881,,other_or_shallow_episode,mixed_symbols_identification
20260419141512-jt34p4__9__P06__E002,20260419141512-jt34p4__9__P06,ก้องฟ้า,P06,2,11,21,11,1210,2,2,3,0.2259941910975571,391.0,deep_overshoot_then_recovery,mixed_symbols_identification
20260419141512-jt34p4__9__P06__E003,20260419141512-jt34p4__9__P06,ก้องฟ้า,P06,3,17,23,7,0,0,0,1,0.2110147441187648,,other_or_shallow_episode,mixed_symbols_identification
20260419141512-jt34p4__9__P06__E004,20260419141512-jt34p4__9__P06,ก้องฟ้า,P06,4,29,35,7,0,0,0,1,-0.0385204171137701,,other_or_shallow_episode,mixed_symbols_identification
20260419141512-jt34p4__9__P06__E005,20260419141512-jt34p4__9__P06,ก้องฟ้า,P06,5,36,44,9,495,1,1,2,0.1275542006942093,237.0,immediate_repair,mixed_symbols_identification
20260419145443-omhtrx__10__P08__E001,20260419145443-omhtrx__10__P08,JJ,P08,1,1,6,6,0,0,0,1,-0.0436471437261239,,other_or_shallow_episode,formal_lexical_difficulty
20260419145443-omhtrx__10__P08__E002,20260419145443-omhtrx__10__P08,JJ,P08,2,22,28,7,0,0,0,1,-0.1152756518079435,,other_or_shallow_episode,formal_lexical_difficulty
20260419145443-omhtrx__11__P07__E001,20260419145443-omhtrx__11__P07,JJ,P07,1,6,12,7,0,0,0,1,0.0242391687774156,,other_or_shallow_episode,formal_educational
20260419145443-omhtrx__11__P07__E002,20260419145443-omhtrx__11__P07,JJ,P07,2,25,31,7,0,0,0,1,0.0660790192366762,,other_or_shallow_episode,formal_educational
20260419145443-omhtrx__11__P07__E003,20260419145443-omhtrx__11__P07,JJ,P07,3,34,42,9,568,1,1,2,0.2460333013269995,448.0,other_or_shallow_episode,formal_educational
20260419145443-omhtrx__12__P12__E001,20260419145443-omhtrx__12__P12,JJ,P12,1,11,17,7,0,0,0,1,0.1724087908524746,,other_or_shallow_episode,long_familiar_expository
20260419145443-omhtrx__12__P12__E002,20260419145443-omhtrx__12__P12,JJ,P12,2,38,44,7,0,0,0,1,0.6453271111789267,,other_or_shallow_episode,long_familiar_expository
20260419145443-omhtrx__12__P12__E003,20260419145443-omhtrx__12__P12,JJ,P12,3,118,126,9,704,1,1,2,0.3161905857729755,424.0,other_or_shallow_episode,long_familiar_expository
20260419145443-omhtrx__12__P12__E004,20260419145443-omhtrx__12__P12,JJ,P12,4,124,132,9,906,1,1,2,0.1089551533902801,368.0,other_or_shallow_episode,long_familiar_expository
20260419145443-omhtrx__12__P12__E005,20260419145443-omhtrx__12__P12,JJ,P12,5,137,141,5,0,0,0,1,0.4205296806490132,,other_or_shallow_episode,long_familiar_expository
20260419145443-omhtrx__13__P14__E001,20260419145443-omhtrx__13__P14,JJ,P14,1,9,15,7,0,0,0,1,-0.0203321720290726,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E002,20260419145443-omhtrx__13__P14,JJ,P14,2,17,23,7,0,0,0,1,0.0695036039669611,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E003,20260419145443-omhtrx__13__P14,JJ,P14,3,36,42,7,0,0,0,1,0.6174271748011569,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E004,20260419145443-omhtrx__13__P14,JJ,P14,4,46,52,7,0,0,0,1,0.1031839399035459,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E005,20260419145443-omhtrx__13__P14,JJ,P14,5,62,68,7,0,0,0,1,0.0195816511944015,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E006,20260419145443-omhtrx__13__P14,JJ,P14,6,70,76,7,0,0,0,1,-0.2539036557106163,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E007,20260419145443-omhtrx__13__P14,JJ,P14,7,83,91,9,462,1,1,2,-0.1803289318831396,456.0,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E008,20260419145443-omhtrx__13__P14,JJ,P14,8,103,109,7,0,0,0,1,0.036532889641906,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E009,20260419145443-omhtrx__13__P14,JJ,P14,9,106,114,9,1482,1,1,2,0.3942348510993354,747.0,pause_then_delete,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E010,20260419145443-omhtrx__13__P14,JJ,P14,10,120,128,9,693,1,1,2,0.4828688748542864,294.0,immediate_repair,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E011,20260419145443-omhtrx__13__P14,JJ,P14,11,124,130,7,0,0,0,1,0.5735669908646547,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E012,20260419145443-omhtrx__13__P14,JJ,P14,12,126,132,7,0,0,0,1,0.6521205200388077,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E013,20260419145443-omhtrx__13__P14,JJ,P14,13,146,152,7,0,0,0,1,-0.1050865473488774,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__13__P14__E014,20260419145443-omhtrx__13__P14,JJ,P14,14,163,169,7,0,0,0,1,0.2101313391154045,,other_or_shallow_episode,long_mixed_difficulty
20260419145443-omhtrx__14__P13__E001,20260419145443-omhtrx__14__P13,JJ,P13,1,23,29,7,0,0,0,1,-0.1512143408746163,,other_or_shallow_episode,long_formal_bureaucratic
20260419145443-omhtrx__14__P13__E002,20260419145443-omhtrx__14__P13,JJ,P13,2,54,64,11,1805,2,2,3,0.4759229100576714,754.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260419145443-omhtrx__14__P13__E003,20260419145443-omhtrx__14__P13,JJ,P13,3,88,94,7,0,0,0,1,0.1061678135618851,,other_or_shallow_episode,long_formal_bureaucratic
20260419145443-omhtrx__14__P13__E004,20260419145443-omhtrx__14__P13,JJ,P13,4,143,149,7,0,0,0,1,0.0396679272234876,,other_or_shallow_episode,long_formal_bureaucratic
20260419145443-omhtrx__1__P01__E001,20260419145443-omhtrx__1__P01,JJ,P01,1,15,21,7,0,0,0,1,0.2468851926221348,,other_or_shallow_episode,familiar_baseline
20260419145443-omhtrx__1__P01__E002,20260419145443-omhtrx__1__P01,JJ,P01,2,20,26,7,0,0,0,1,-0.8660387548339333,,other_or_shallow_episode,familiar_baseline
20260419145443-omhtrx__2__P02__E001,20260419145443-omhtrx__2__P02,JJ,P02,1,1,13,13,3796,4,4,5,0.3099129767226892,978.0,deep_overshoot_then_recovery,familiar_polite
20260419145443-omhtrx__2__P02__E002,20260419145443-omhtrx__2__P02,JJ,P02,2,10,16,7,0,0,0,1,0.0640723637541366,,other_or_shallow_episode,familiar_polite
20260419145443-omhtrx__4__P03__E001,20260419145443-omhtrx__4__P03,JJ,P03,1,12,22,11,1183,2,2,3,0.215446845061198,586.0,deep_overshoot_then_recovery,formal_register
20260419145443-omhtrx__5__P05__E001,20260419145443-omhtrx__5__P05,JJ,P05,1,11,19,9,873,1,1,2,0.5890791577866726,713.0,pause_then_delete,twisted_proverb
20260419145443-omhtrx__5__P05__E002,20260419145443-omhtrx__5__P05,JJ,P05,2,17,23,7,0,0,0,1,0.6243508999940032,,other_or_shallow_episode,twisted_proverb
20260419145443-omhtrx__6__P09__E001,20260419145443-omhtrx__6__P09,JJ,P09,1,18,24,7,0,0,0,1,-0.1920471240143754,,other_or_shallow_episode,arabic_numerals
20260419145443-omhtrx__6__P09__E002,20260419145443-omhtrx__6__P09,JJ,P09,2,20,26,7,0,0,0,1,0.4698691457389951,,other_or_shallow_episode,arabic_numerals
20260419145443-omhtrx__6__P09__E003,20260419145443-omhtrx__6__P09,JJ,P09,3,26,32,7,0,0,0,1,-0.0136201574109376,,other_or_shallow_episode,arabic_numerals
20260419145443-omhtrx__6__P09__E004,20260419145443-omhtrx__6__P09,JJ,P09,4,37,43,7,0,0,0,1,0.0395495767146394,,other_or_shallow_episode,arabic_numerals
20260419145443-omhtrx__6__P09__E005,20260419145443-omhtrx__6__P09,JJ,P09,5,44,54,11,785,2,2,3,0.1084142639693037,406.0,deep_overshoot_then_recovery,arabic_numerals
20260419145443-omhtrx__7__P11__E001,20260419145443-omhtrx__7__P11,JJ,P11,1,12,18,7,0,0,0,1,0.1874384027775832,,other_or_shallow_episode,rhythmic_repetition
20260419145443-omhtrx__7__P11__E002,20260419145443-omhtrx__7__P11,JJ,P11,2,14,20,7,0,0,0,1,-0.0069567000341511,,other_or_shallow_episode,rhythmic_repetition
20260419145443-omhtrx__8__P10__E001,20260419145443-omhtrx__8__P10,JJ,P10,1,1,4,4,0,0,0,1,1.2781110914738838,,other_or_shallow_episode,thai_numerals
20260419145443-omhtrx__8__P10__E002,20260419145443-omhtrx__8__P10,JJ,P10,2,1,12,12,3006,3,3,4,0.3875330549415025,1293.0,deep_overshoot_then_recovery,thai_numerals
20260419145443-omhtrx__8__P10__E003,20260419145443-omhtrx__8__P10,JJ,P10,3,17,23,7,0,0,0,1,-0.0632892921385453,,other_or_shallow_episode,thai_numerals
20260419145443-omhtrx__8__P10__E004,20260419145443-omhtrx__8__P10,JJ,P10,4,34,40,7,0,0,0,1,-0.0606507674508228,,other_or_shallow_episode,thai_numerals
20260419145443-omhtrx__8__P10__E005,20260419145443-omhtrx__8__P10,JJ,P10,5,39,45,7,0,0,0,1,-0.0074584946422201,,other_or_shallow_episode,thai_numerals
20260419145443-omhtrx__9__P06__E001,20260419145443-omhtrx__9__P06,JJ,P06,1,9,15,7,0,0,0,1,0.3569300284486776,,other_or_shallow_episode,mixed_symbols_identification
20260419145443-omhtrx__9__P06__E002,20260419145443-omhtrx__9__P06,JJ,P06,2,28,34,7,0,0,0,1,0.2705773756510152,,other_or_shallow_episode,mixed_symbols_identification
20260419145443-omhtrx__9__P06__E003,20260419145443-omhtrx__9__P06,JJ,P06,3,32,38,7,0,0,0,1,0.2053313350221191,,other_or_shallow_episode,mixed_symbols_identification
20260419145443-omhtrx__9__P06__E004,20260419145443-omhtrx__9__P06,JJ,P06,4,35,41,7,0,0,0,1,1.1280972732553824,,other_or_shallow_episode,mixed_symbols_identification
20260420042552-1pdrvw3__10__P08__E001,20260420042552-1pdrvw3__10__P08,sine,P08,1,32,38,7,0,0,0,1,0.4235999847089433,,other_or_shallow_episode,formal_lexical_difficulty
20260420042552-1pdrvw3__10__P08__E002,20260420042552-1pdrvw3__10__P08,sine,P08,2,36,42,7,0,0,0,1,0.3664762445054606,,other_or_shallow_episode,formal_lexical_difficulty
20260420042552-1pdrvw3__10__P08__E003,20260420042552-1pdrvw3__10__P08,sine,P08,3,40,46,7,0,0,0,1,0.2531664459318699,,other_or_shallow_episode,formal_lexical_difficulty
20260420042552-1pdrvw3__11__P07__E001,20260420042552-1pdrvw3__11__P07,sine,P07,1,6,18,13,1800,3,3,4,0.389721512664863,691.0,deep_overshoot_then_recovery,formal_educational
20260420042552-1pdrvw3__12__P12__E001,20260420042552-1pdrvw3__12__P12,sine,P12,1,15,21,7,0,0,0,1,0.0476188801509488,,other_or_shallow_episode,long_familiar_expository
20260420042552-1pdrvw3__12__P12__E002,20260420042552-1pdrvw3__12__P12,sine,P12,2,40,46,7,0,0,0,1,0.7650060909279358,,other_or_shallow_episode,long_familiar_expository
20260420042552-1pdrvw3__12__P12__E003,20260420042552-1pdrvw3__12__P12,sine,P12,3,125,139,15,1856,4,4,5,0.1571431817476521,518.0,deep_overshoot_then_recovery,long_familiar_expository
20260420042552-1pdrvw3__13__P14__E001,20260420042552-1pdrvw3__13__P14,sine,P14,1,1,8,8,551,1,1,2,-0.0133978991989505,531.0,pause_then_delete,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E002,20260420042552-1pdrvw3__13__P14,sine,P14,2,5,11,7,0,0,0,1,0.3278700976072657,,other_or_shallow_episode,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E003,20260420042552-1pdrvw3__13__P14,sine,P14,3,90,98,9,782,1,1,2,0.2447131073965731,595.0,pause_then_delete,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E004,20260420042552-1pdrvw3__13__P14,sine,P14,4,100,106,7,0,0,0,1,0.1798208240888711,,other_or_shallow_episode,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E005,20260420042552-1pdrvw3__13__P14,sine,P14,5,102,108,7,0,0,0,1,0.5603775847495723,,other_or_shallow_episode,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E006,20260420042552-1pdrvw3__13__P14,sine,P14,6,115,121,7,0,0,0,1,0.5906833506925955,,other_or_shallow_episode,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E007,20260420042552-1pdrvw3__13__P14,sine,P14,7,124,132,9,716,1,1,2,0.1081570348809819,549.0,pause_then_delete,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E008,20260420042552-1pdrvw3__13__P14,sine,P14,8,147,153,7,0,0,0,1,-0.0345454678620248,,other_or_shallow_episode,long_mixed_difficulty
20260420042552-1pdrvw3__13__P14__E009,20260420042552-1pdrvw3__13__P14,sine,P14,9,167,173,7,0,0,0,1,0.0977513532641222,,other_or_shallow_episode,long_mixed_difficulty
20260420042552-1pdrvw3__14__P13__E001,20260420042552-1pdrvw3__14__P13,sine,P13,1,14,24,11,1296,2,2,3,0.2967082010368551,476.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260420042552-1pdrvw3__14__P13__E002,20260420042552-1pdrvw3__14__P13,sine,P13,2,80,86,7,0,0,0,1,0.4132140191078606,,other_or_shallow_episode,long_formal_bureaucratic
20260420042552-1pdrvw3__14__P13__E003,20260420042552-1pdrvw3__14__P13,sine,P13,3,109,115,7,0,0,0,1,0.0171501862231119,,other_or_shallow_episode,long_formal_bureaucratic
20260420042552-1pdrvw3__14__P13__E004,20260420042552-1pdrvw3__14__P13,sine,P13,4,111,127,17,2357,5,5,6,0.2724988344789043,735.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260420042552-1pdrvw3__14__P13__E005,20260420042552-1pdrvw3__14__P13,sine,P13,5,160,170,11,1357,2,2,3,0.4993605523799408,685.0,deep_overshoot_then_recovery,long_formal_bureaucratic
20260420042552-1pdrvw3__2__P02__E001,20260420042552-1pdrvw3__2__P02,sine,P02,1,14,20,7,0,0,0,1,0.1805900775686053,,other_or_shallow_episode,familiar_polite
20260420042552-1pdrvw3__3__P04__E001,20260420042552-1pdrvw3__3__P04,sine,P04,1,9,17,9,974,1,1,2,0.2809768785050981,753.0,pause_then_delete,orthographic_named_entity
20260420042552-1pdrvw3__3__P04__E002,20260420042552-1pdrvw3__3__P04,sine,P04,2,19,25,7,0,0,0,1,0.1413606652152124,,other_or_shallow_episode,orthographic_named_entity
20260420042552-1pdrvw3__4__P03__E001,20260420042552-1pdrvw3__4__P03,sine,P03,1,13,19,7,0,0,0,1,0.1053336081139735,,other_or_shallow_episode,formal_register
20260420042552-1pdrvw3__5__P05__E001,20260420042552-1pdrvw3__5__P05,sine,P05,1,2,8,7,0,0,0,1,0.0716158041980934,,other_or_shallow_episode,twisted_proverb
20260420042552-1pdrvw3__5__P05__E002,20260420042552-1pdrvw3__5__P05,sine,P05,2,7,15,9,762,1,1,2,0.1000673695194954,640.0,pause_then_delete,twisted_proverb
20260420042552-1pdrvw3__5__P05__E003,20260420042552-1pdrvw3__5__P05,sine,P05,3,21,53,33,8654,13,13,14,0.6848746558877976,2394.0,deep_overshoot_then_recovery,twisted_proverb
20260420042552-1pdrvw3__6__P09__E001,20260420042552-1pdrvw3__6__P09,sine,P09,1,38,46,9,714,1,1,2,0.326321134227005,484.0,other_or_shallow_episode,arabic_numerals
20260420042552-1pdrvw3__7__P11__E001,20260420042552-1pdrvw3__7__P11,sine,P11,1,2,18,17,2744,5,5,6,0.3223878359653101,497.0,deep_overshoot_then_recovery,rhythmic_repetition
20260420042552-1pdrvw3__7__P11__E002,20260420042552-1pdrvw3__7__P11,sine,P11,2,14,20,7,0,0,0,1,0.6718675870876618,,other_or_shallow_episode,rhythmic_repetition
20260420042552-1pdrvw3__7__P11__E003,20260420042552-1pdrvw3__7__P11,sine,P11,3,25,31,7,0,0,0,1,0.0008301719634633,,other_or_shallow_episode,rhythmic_repetition
20260420042552-1pdrvw3__7__P11__E004,20260420042552-1pdrvw3__7__P11,sine,P11,4,52,60,9,685,1,1,2,0.1693580456153206,525.0,pause_then_delete,rhythmic_repetition
20260420042552-1pdrvw3__8__P10__E001,20260420042552-1pdrvw3__8__P10,sine,P10,1,4,10,7,0,0,0,1,0.1223038052774174,,other_or_shallow_episode,thai_numerals
